model,brand_name,price,price_original,price_currency,price_idr,rating,processor,processor_brand,processor_series,processor_score,processor_level,ram,ram_num,ram_class,memory_type,memory_size,storage_class,gpu_brand,gpu_type,gpu_score,gpu_level,os,os_family,display_size,display_class,resolution_height,resolution_width,resolution_class,touch_screen,touchscreen_label,warranty,warranty_class,price_class,label_kebutuhan,predicted_label,prediction_confidence,alasan_label,prob_administrasi_perkantoran,prob_desain_grafis,prob_editing_video,prob_programming
Dell G15-5535 Gaming Laptop (AMD Ryzen 5 7640HS/ 16GB/ 1TB SSD/ Win11/ RTX 3050 6GB Graph),Dell,79990,79990,INR,15198100,4.65,7th Gen AMD Ryzen 5 7640HS,AMD,Ryzen 5,3,Mid,16 GB DDR5 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Desain Grafis,Desain Grafis,0.9993,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,0.9993,0.0007,0.0
Lenovo LOQ 15IRX9 83DV00LWIN Gaming Laptop (13th Gen Core i5/ 24GB/ 512GB SSD/ Win11/ 6GB RTX4050),Lenovo,87990,87990,INR,16718100,4.25,13th Gen Intel Core i5 13450HX,Intel,Core i5,3,Mid,24 GB DDR5 RAM,24,Premium,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Desain Grafis,Desain Grafis,0.9999,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,0.9999,0.0001,0.0
Lenovo IdeaPad 5i 83DT004SIN Laptop (Intel Core 5 120U/ 16 GB RAM/ 512GB SSD/ Win 11),Lenovo,80690,80690,INR,15331100,4.7,Intel Core 5 120U,Intel,Other,2,Basic,16 GB LPDDR5X RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,True,Yes,1,1 Year,High,Administrasi/Perkantoran,Administrasi/Perkantoran,0.9792,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",0.9792,0.0,0.0,0.0208
Lenovo IdeaPad Slim 3 14IAH8 83EQ0063IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,48000,48000,INR,9120000,4.2,12th Gen Intel Core i5 12450H,Intel,Core i5,3,Mid,8 GB LPDDR5 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Asus TUF Gaming A15 FA506NC-HN083W Laptop (AMD Ryzen 5 7535HS/ 16GB / 512GB SSD/ Win11 Home / 4GB Graph),Asus,63289,63289,INR,12024910,4.75,7th Gen AMD Ryzen 5 7535HS,AMD,Ryzen 5,3,Mid,16 GB DDR5 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
Lenovo IdeaPad Slim 5 14IMH9 83DA0002IN Laptop (Intel Core Ultra 5 125H/ 16 GB RAM/ 512GB SSD/ Win 11),Lenovo,73190,73190,INR,13906100,4.0,Intel Core Ultra 5 125H,Intel,Core Ultra 5,3,Mid,16 GB LPDDR5X RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,False,No,1,1 Year,High,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Lenovo IdeaPad Slim 3 15IRH8 83EM009YIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Lenovo,63890,63890,INR,12139100,4.25,13th Gen Intel Core i7 13620H,Intel,Core i7,4,High,16 GB LPDDR5 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
HP Victus 15-fb2117AX Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),HP,91990,91990,INR,17478100,4.5,8th Gen AMD Ryzen 7 8845HS,AMD,Ryzen 7,4,High,16 GB DDR5 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Editing Video,Editing Video,0.9959,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0041,0.9959,0.0
Asus Vivobook S 15 OLED 2024 S5507QAD-MA751WS Laptop (Qualcomm Snapdragon X Elite/ 16GB/ 1TB SSD/ Win11),Asus,99990,99990,INR,18998100,4.6,Qualcomm Snapdragon X Elite X1E 78 100,Qualcomm,Snapdragon,2,Basic,16 GB LPDDR5X RAM,16,High,SSD,1000,Large,Qualcomm,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,2880,1620,Full HD,False,No,1,1 Year,High,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
HP Victus 15-fb2114AX Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),HP,88490,88490,INR,16813100,4.1,8th Gen AMD Ryzen 7 8845HS,AMD,Ryzen 7,4,High,16 GB DDR5 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Editing Video,Editing Video,0.9369,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0631,0.9369,0.0
Lenovo IdeaPad 1 14IGL7 82V6009LIN Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,24490,24490,INR,4653100,4.55,4th Gen Intel Celeron N4020,Intel,Celeron,1,Entry,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1366,768,Standard,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
HP Spectre x360 16-aa0015TU Laptop ( Intel Evo Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11),HP,157700,157700,INR,29963000,4.05,Intel Core Ultra 7 Series 1 155H,Intel,Core Ultra 7,4,High,16 GB LPDDR5x RAM RAM,16,High,SSD,1000,Large,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,16.0,Large,2560,1600,Full HD,True,Yes,1,1 Year,Premium,Programming,Programming,0.9999,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0001,0.0,0.0,0.9999
Lenovo IdeaPad Slim 3 83EQ005VIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,48499,48499,INR,9214810,4.55,12th Gen Intel Core i5 12450H,Intel,Core i5,3,Mid,16 GB LPDDR5 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Acer Aspire 3 A324-51 UN.343SI.00A Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),Acer,46990,46990,INR,8928100,4.2,12th Gen Intel Core i7 1255U,Intel,Core i7,4,High,16 GB  RAM,16,High,SSD,1000,Large,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Dell 16 XPS 9640 OLED Laptop ( Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11/ RTX 4060 8GB Graphics),Dell,366244,366244,INR,69586360,4.0,Intel Core Ultra 9 Series 1 185H,Intel,Core Ultra 9,5,Premium,32 GB LPDDR5x RAM,32,Premium,SSD,1000,Large,NVIDIA,Dedicated,4,Dedicated High,Windows 11,Windows,16.3,Large,3840,2400,High Resolution,True,Yes,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Dell XPS 16 9640 OLED Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11/ RTX 4060 8GB Graphics),Dell,308813,308813,INR,58674470,4.75,Intel Core Ultra 7 Series 1 155H,Intel,Core Ultra 7,4,High,32 GB LPDDR5x RAM,32,Premium,SSD,1000,Large,NVIDIA,Dedicated,4,Dedicated High,Windows 11,Windows,16.3,Large,3840,2400,High Resolution,True,Yes,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
MSI Modern 15 H AI C1MG-046IN Laptop (Intel Core Ultra 7 155H/ 16GB/ 512GB SSD/ Win11 Home),MSI,61990,61990,INR,11778100,4.35,Intel Core Ultra 7 Series 1 155H,Intel,Core Ultra 7,4,High,16 GB DDR5 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
MSI Katana A15 AI B8VF-447IN Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 512GB SSD/ Win11 /8GB Graph),MSI,119990,119990,INR,22798100,4.25,8th Gen AMD Ryzen 9 8945HS,AMD,Ryzen 9,5,Premium,16 GB DDR5 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1080,1920,Full HD,False,No,2,2 Years,High,Editing Video,Editing Video,0.9988,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0012,0.9988,0.0
MSI Modern 15 H B13M-224IN Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win11 Home),MSI,69990,69990,INR,13298100,4.6,13th Gen Intel Core i9 13900H,Intel,Core i9,5,Premium,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,0.9996,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0004,0.0,0.0,0.9996
MSI Cyborg 15 A13VFK-1079IN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),MSI,114990,114990,INR,21848100,4.45,13th Gen Intel Core i7 13620H,Intel,Core i7,4,High,16 GB DDR5 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,2,2 Years,High,Editing Video,Editing Video,0.9983,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0017,0.9983,0.0
MSI Katana A17 AI B8VG-868IN Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,139990,139990,INR,26598100,4.2,8th Gen AMD Ryzen 9 8945HS,AMD,Ryzen 9,5,Premium,16 GB DDR5 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,17.3,Large,1920,1080,Full HD,False,No,2,2 Years,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Infinix Zero Book Ultra AI ZL514 Laptop ( Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,57990,57990,INR,11018100,4.55,Intel Core Ultra 5 125H,Intel,Core Ultra 5,3,Mid,16 GB LPDDR5X RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
MSI Modern 14 C12MO-1204IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),MSI,34990,34990,INR,6648100,4.1,12th Gen Intel Core i5 1235U,Intel,Core i5,3,Mid,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Programming,Programming,0.9998,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0002,0.0,0.0,0.9998
HP EliteBook Ultra AI PC Laptop (Snapdragon X Elite / 16GB/ 512GB SSD/ Win11),HP,169990,169990,INR,32298100,4.35,Qualcomm Snapdragon X Elite,Qualcomm,Snapdragon,2,Basic,16 GB LPDDR5X RAM,16,High,SSD,512,Standard,Qualcomm,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,2240,1400,Full HD,True,Yes,1,1 Year,Premium,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
MSI Stealth 18 AI Studio A1VHG-023IN Gaming Laptop (Intel Core Ultra 9 185H/ 32GB/ 2TB SSD/ Win11 Home/ 12GB RTX 4080 Graph),MSI,289990,289990,INR,55098100,4.45,Intel Core Ultra 9 Series 1 185H,Intel,Core Ultra 9,5,Premium,32 GB DDR5 RAM,32,Premium,SSD,2000,Very Large,NVIDIA,Dedicated,5,Dedicated Premium,Windows 11,Windows,18.0,Large,3840,2400,High Resolution,False,No,2,2 Years,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Gigabyte Aorus 16X ASG-63USC65SH Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),Gigabyte,189990,189990,INR,36098100,4.0,14th Gen Intel Core i9 14900HX,Intel,Core i9,5,Premium,32 GB DDR5 RAM,32,Premium,SSD,2000,Very Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.0,Large,2560,1600,Full HD,False,No,2,2 Years,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
MSI Modern 14 C12MO-1202IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),MSI,47990,47990,INR,9118100,4.75,12th Gen Intel Core i7 1255U,Intel,Core i7,4,High,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
MSI Modern 14 C12MO-1203IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),MSI,39990,39990,INR,7598100,4.65,12th Gen Intel Core i5 1235U,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
MSI Thin 15 B12UCX-1693IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB RTX 2050 Graph),MSI,67990,67990,INR,12918100,4.65,12th Gen Intel Core i7 12650H,Intel,Core i7,4,High,16 GB DDR4 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,2,2 Years,Medium,Editing Video,Editing Video,0.9993,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0007,0.9993,0.0
HP Pavilion Plus 14-ew1082TU Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win 11),HP,87990,87990,INR,16718100,4.6,Intel Core Ultra 5 Series 1 125H,Intel,Core Ultra 5,3,Mid,16 GB LPDDR5x RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,2560,1600,Full HD,False,No,1,1 Year,High,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Asus Zenbook 14 OLED 2024 UX3405MA-PZ962WS Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11 Home),Asus,144990,144990,INR,27548100,4.4,Intel Core Ultra 9 Series 1 185H,Intel,Core Ultra 9,5,Premium,32 GB LPDDR5X RAM,32,Premium,SSD,1000,Large,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,2880,1800,Full HD,True,Yes,1,1 Year,Premium,Programming,Programming,0.9953,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0045,0.0,0.0001,0.9953
HP 15s-fy5008TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),HP,44999,44999,INR,8549810,4.1,12th Gen Intel Core i5 1235U,Intel,Core i5,3,Mid,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Asus Vivobook 16X K3605ZF-MBN546WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Asus,61990,61990,INR,11778100,4.25,12th Gen Intel Core i5 12500H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.0,Large,1920,1200,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
Acer Aspire 3 A324-51 UN.343SI.003 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Acer,40990,40990,INR,7788100,4.55,12th Gen Intel Core i5 1235U,Intel,Core i5,3,Mid,16 GB  RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Asus ROG Zephyrus G16 OLED 2024 GU605MZ-CO931WS Gaming Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),Asus,294890,294890,INR,56029100,4.65,Intel Core Ultra 9 185H,Intel,Core Ultra 9,5,Premium,32 GB LPDDR5X RAM,32,Premium,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.0,Large,2560,1600,Full HD,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
MSI Titan 18 HX A14VHG-207IN Gaming Laptop (14th Gen Core i9/ 64GB/ 2TB SSD/ Win11 Home/ RTX 4080),MSI,399990,399990,INR,75998100,4.7,14th Gen Intel Core i9 14900HX,Intel,Core i9,5,Premium,64 GB DDR5 RAM,64,Premium,SSD,2000,Very Large,NVIDIA,Dedicated,5,Dedicated Premium,Windows 11,Windows,18.0,Large,3840,2400,High Resolution,False,No,2,2 Years,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
HP Victus 15-FA1310TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB RTX 2050),HP,55990,55990,INR,10638100,4.4,12th Gen Intel Core i5 12450H,Intel,Core i5,3,Mid,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
MSI Stealth 18 AI Studio A1VIG-022IN Gaming Laptop (Intel Core Ultra 9 185H/ 32GB/ 2TB SSD/ Win11 Home/ 16GB RTX 4090 Graph),MSI,339990,339990,INR,64598100,4.45,Intel Core Ultra 9 Series 1 185H,Intel,Core Ultra 9,5,Premium,32 GB DDR5 RAM,32,Premium,SSD,2000,Very Large,NVIDIA,Dedicated,5,Dedicated Premium,Windows 11,Windows,18.0,Large,3840,2400,High Resolution,False,No,2,2 Years,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Lenovo LOQ 2024 83GS003NIN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 3050 Graph),Lenovo,70190,70190,INR,13336100,4.65,12th Gen Intel Core i5 12450HX,Intel,Core i5,3,Mid,16 GB DDR5 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
Lenovo Yoga 7 83DJ006YIN Laptop (Intel Evo Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,122990,122990,INR,23368100,4.3,Intel Core Ultra 7 Series 1 155H,Intel,Core Ultra 7,4,High,16 GB LPDDR5X- RAM,16,High,SSD,1000,Large,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,True,Yes,1,1 Year,Premium,Programming,Programming,0.9999,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0001,0.0,0.0,0.9999
Asus TUF Gaming F17 FX706HF-NY040W  Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,56990,56990,INR,10828100,4.35,11th Gen Intel Core i5 11400H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,17.0,Large,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
Samsung Galaxy Book 4 np750xgk-lg3in Laptop (Intel Core 7 Processor 150U/ 16GB/ 512GB SSD/ Win11),Samsung,78000,78000,INR,14820000,4.55,Intel Core 7 Processor Series 1 150U,Intel,Other,2,Basic,16 GB LPDDR4x RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Administrasi/Perkantoran,Administrasi/Perkantoran,0.9884,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",0.9884,0.0,0.0,0.0116
Lenovo LOQ 2024 15IRX9 83DV00LWIN Gaming Laptop (13th Gen Core i7/ 24GB/ 512GB SSD/ Win11/ 6GB RTX4050),Lenovo,94990,94990,INR,18048100,4.5,13th Gen Intel Core i7 13650HX,Intel,Core i7,4,High,24 GB DDR5 RAM,24,Premium,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Editing Video,Editing Video,0.9975,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0025,0.9975,0.0
Asus ROG Zephyrus G16 GU605MV-CO711WS Gaming Laptop (Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),Asus,173851,173851,INR,33031690,4.35,Intel Core Ultra 7 Series 1 155H,Intel,Core Ultra 7,4,High,16 GB LPDDR5X RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.0,Large,2560,1600,Full HD,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Asus ProArt P16 2024 Laptop (AMD Ryzen AI 9 HX 370/ 32GB/1TB SSD/ 8GB RTX 4070 Graphics),Asus,199990,199990,INR,37998100,4.6,AMD Ryzen AI 9 HX 370,AMD,Other,2,Basic,32 GB LPDDR5X RAM,32,Premium,SSD,1000,Large,NVIDIA,Dedicated,4,Dedicated High,Windows 11,Windows,16.0,Large,3840,2400,High Resolution,False,No,1,1 Year,Premium,Administrasi/Perkantoran,Editing Video,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",0.0,0.0,1.0,0.0
